% # iter+eval+sigma+axisratio+stddevratio+diag(D) (randomSeed=1618107963, Tue May 27 11:35:28 2014)
0	0	3.0000e-001	1.00e+000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	13	2.8543e-001	1.00e+000	1.0143	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2	26	2.7879e-001	1.05e+000	1.01762	0.995035	0.995035	0.995035	0.995035	0.995035	0.995035	0.995035	0.995035	0.995035	0.995035	0.995035	0.995035	0.995035	0.995035	0.995035	0.995035	0.996265	0.997605	1.00099	1.00343	1.03398	1.0407
3	39	2.7577e-001	1.06e+000	1.02335	0.990095	0.990095	0.990095	0.990095	0.990095	0.990095	0.990095	0.990095	0.990095	0.990095	0.990653	0.990873	0.991933	0.992974	0.994349	0.997989	0.998721	1.00261	1.01492	1.02164	1.03545	1.04649
4	52	2.8399e-001	1.07e+000	1.03714	0.98518	0.98518	0.98518	0.98518	0.985383	0.985597	0.985877	0.986012	0.986791	0.987366	0.987565	0.988646	0.990851	0.994936	0.996316	0.998849	1.00106	1.01203	1.01683	1.03185	1.03703	1.0573
5	65	3.0445e-001	1.11e+000	1.06612	0.980437	0.980502	0.980576	0.98074	0.981402	0.981452	0.982714	0.983264	0.983473	0.985041	0.986921	0.990193	0.991693	0.992029	0.998866	1.00181	1.00676	1.01241	1.0153	1.03328	1.03688	1.08962
6	78	3.1933e-001	1.16e+000	1.07816	0.975892	0.976182	0.976267	0.976924	0.977867	0.979193	0.98	0.980453	0.982121	0.983137	0.986275	0.989354	0.992582	0.993487	0.997338	1.00145	1.00578	1.0109	1.02076	1.02982	1.05254	1.13689
7	91	3.3504e-001	1.21e+000	1.08435	0.971275	0.972177	0.972758	0.973587	0.974813	0.975506	0.977081	0.979668	0.980559	0.98278	0.984143	0.987737	0.989143	0.993713	0.996423	0.999137	1.00272	1.00864	1.02072	1.02819	1.06001	1.17344
8	104	3.5231e-001	1.25e+000	1.09378	0.966818	0.968519	0.968981	0.970001	0.971844	0.97289	0.974441	0.978149	0.97886	0.980165	0.983639	0.985786	0.988926	0.992112	0.9959	0.998285	1.00227	1.01478	1.01861	1.03088	1.05789	1.20822
9	117	3.5978e-001	1.29e+000	1.10195	0.962393	0.964177	0.966487	0.967826	0.969107	0.971141	0.972823	0.975431	0.976145	0.979591	0.981496	0.983604	0.988471	0.991304	0.993475	0.997281	1.0078	1.01196	1.01882	1.04075	1.06505	1.23759
10	130	3.6334e-001	1.31e+000	1.10847	0.958707	0.961466	0.963285	0.963736	0.966046	0.968373	0.971124	0.972069	0.975208	0.976688	0.981371	0.984611	0.985193	0.990281	0.994329	0.994825	1.00898	1.01169	1.0185	1.04744	1.0639	1.25632
11	143	3.6637e-001	1.34e+000	1.11523	0.954463	0.958124	0.961587	0.962151	0.963199	0.964058	0.967039	0.970677	0.974148	0.976478	0.981166	0.982102	0.98538	0.990079	0.995463	1.00202	1.00874	1.01275	1.02146	1.04317	1.06786	1.27587
12	156	3.6126e-001	1.35e+000	1.12096	0.950596	0.954355	0.957626	0.9586	0.960887	0.963203	0.963873	0.970081	0.97293	0.976052	0.977954	0.980735	0.983855	0.987727	0.997633	1.00631	1.01396	1.02314	1.02502	1.04127	1.07533	1.2849
13	169	3.6098e-001	1.37e+000	1.12195	0.94701	0.951293	0.954612	0.955475	0.95782	0.959424	0.964006	0.968766	0.972008	0.975392	0.976197	0.978266	0.982003	0.986945	0.999616	1.00446	1.01572	1.02134	1.02945	1.04221	1.07453	1.29559
14	182	3.6133e-001	1.38e+000	1.13091	0.943346	0.94777	0.953178	0.953844	0.955436	0.957224	0.962418	0.966613	0.968894	0.973149	0.973913	0.974945	0.984349	0.986736	0.996208	1.00149	1.01344	1.01939	1.04002	1.04711	1.08155	1.30256
15	195	3.6603e-001	1.39e+000	1.13626	0.938903	0.94493	0.949417	0.950034	0.953996	0.955101	0.958619	0.962812	0.966387	0.971038	0.973192	0.975234	0.98446	0.992445	0.997219	1.00576	1.01428	1.02168	1.03961	1.05204	1.09555	1.30833
16	208	3.6929e-001	1.40e+000	1.15247	0.93519	0.942034	0.945398	0.947123	0.950138	0.953754	0.956907	0.96047	0.965039	0.968117	0.969868	0.972087	0.982248	0.991997	1.00033	1.00644	1.01052	1.02667	1.03661	1.05452	1.10435	1.30988
17	221	3.6911e-001	1.41e+000	1.15294	0.931173	0.93862	0.942451	0.945876	0.947581	0.952873	0.955542	0.958335	0.963844	0.966071	0.969004	0.979101	0.990477	0.99274	0.999177	1.01273	1.0154	1.02491	1.03862	1.0542	1.10947	1.31603
18	234	3.7549e-001	1.42e+000	1.15666	0.927093	0.934421	0.939795	0.942469	0.944718	0.94905	0.954879	0.957723	0.961299	0.963874	0.974867	0.979094	0.99114	0.994474	0.998329	1.00819	1.01274	1.03268	1.04098	1.05265	1.11304	1.31363
19	247	3.7330e-001	1.42e+000	1.15985	0.923181	0.931386	0.936836	0.939639	0.941272	0.945077	0.952031	0.956406	0.963779	0.964126	0.974655	0.981391	0.988728	0.992294	0.996227	1.00574	1.01107	1.03129	1.04306	1.06009	1.11823	1.30892
20	260	3.5576e-001	1.42e+000	1.16274	0.919266	0.931558	0.933149	0.938159	0.939085	0.943882	0.950255	0.954601	0.960053	0.962025	0.977315	0.980402	0.985851	0.989378	0.993679	1.00588	1.01284	1.03211	1.04178	1.06347	1.12292	1.30774
21	273	3.4190e-001	1.43e+000	1.1662	0.915095	0.928999	0.931092	0.935739	0.939418	0.942748	0.947527	0.951847	0.956301	0.962104	0.975845	0.977038	0.986179	0.988043	0.993315	1.00355	1.01165	1.03097	1.04171	1.06723	1.12694	1.30543
22	286	3.3796e-001	1.43e+000	1.17108	0.911028	0.925726	0.927059	0.932353	0.940988	0.942661	0.947248	0.951905	0.95377	0.965175	0.972872	0.98184	0.982739	0.988373	0.989955	1.00404	1.01239	1.02848	1.04892	1.07057	1.12781	1.30305
23	299	3.2403e-001	1.43e+000	1.19263	0.906834	0.922366	0.923534	0.932848	0.938415	0.941702	0.945086	0.951339	0.955386	0.961233	0.975524	0.978975	0.980072	0.98795	0.993514	1.00039	1.01125	1.02582	1.05289	1.07306	1.1316	1.29917
24	312	3.1397e-001	1.44e+000	1.19726	0.902922	0.919886	0.922185	0.931617	0.934119	0.94003	0.941966	0.952742	0.954017	0.957256	0.973501	0.976476	0.98321	0.99169	0.997568	0.99872	1.0078	1.0267	1.05385	1.07785	1.132	1.30469
25	325	3.0999e-001	1.45e+000	1.20348	0.898666	0.917803	0.91982	0.928062	0.92978	0.936198	0.939659	0.948272	0.951856	0.954476	0.972042	0.977087	0.987339	0.994211	0.996333	1.00388	1.01132	1.02385	1.05223	1.07563	1.13094	1.30066
26	338	3.1037e-001	1.45e+000	1.20767	0.894849	0.915049	0.917436	0.924936	0.927259	0.933487	0.939438	0.945963	0.948713	0.953497	0.970908	0.981542	0.983741	0.994713	0.999319	1.00658	1.01973	1.02363	1.04923	1.08131	1.12809	1.29554
27	351	3.1741e-001	1.45e+000	1.22	0.89081	0.914902	0.915976	0.923669	0.92854	0.933422	0.936508	0.943768	0.948095	0.957433	0.974322	0.982099	0.985419	0.994273	0.998458	1.00417	1.02259	1.02784	1.05035	1.08096	1.13013	1.29292
28	364	3.2347e-001	1.45e+000	1.22689	0.887486	0.911552	0.91477	0.920536	0.928715	0.935203	0.935907	0.948513	0.953849	0.959066	0.97016	0.981158	0.988963	0.995751	0.999731	1.00546	1.02529	1.03247	1.0497	1.09173	1.12972	1.28997
