% # iter+eval+sigma+idxmaxSD+idxminSD+stddev (randomSeed=1618107963, Tue May 27 11:35:28 2014)
0	0	3.0000e-001	2	2	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3
1	13	2.8543e-001	12	3	0.285373	0.285475	0.284162	0.287356	0.28456	0.284333	0.286037	0.284401	0.287211	0.285123	0.285498	0.288225	0.284501	0.284905	0.285584	0.284821	0.285084	0.284957	0.284357	0.284899	0.286448	0.284686
2	26	2.7879e-001	12	3	0.278419	0.278027	0.276623	0.280904	0.280071	0.276933	0.2786	0.276655	0.280723	0.27885	0.278684	0.281496	0.27827	0.279226	0.278005	0.277903	0.277686	0.279052	0.277288	0.277888	0.279357	0.277649
3	39	2.7577e-001	9	3	0.274583	0.274567	0.272899	0.27799	0.277123	0.273808	0.275704	0.273329	0.279271	0.275808	0.275147	0.27723	0.274633	0.277236	0.274191	0.276272	0.273778	0.275803	0.274417	0.274935	0.275769	0.275582
4	52	2.8399e-001	14	8	0.282155	0.283116	0.281655	0.286204	0.287018	0.282209	0.284827	0.280473	0.286799	0.283088	0.282292	0.284561	0.282329	0.29089	0.283533	0.284395	0.281392	0.283497	0.281859	0.282202	0.283109	0.28499
5	65	3.0445e-001	14	8	0.301433	0.303483	0.301042	0.306686	0.307212	0.302921	0.308249	0.300277	0.30652	0.303586	0.305088	0.304533	0.302056	0.320132	0.305506	0.306442	0.30063	0.304305	0.301374	0.303016	0.30381	0.304774
6	78	3.1933e-001	14	8	0.3151	0.31736	0.314774	0.32079	0.326598	0.316709	0.324359	0.314096	0.322879	0.31725	0.319722	0.319572	0.316263	0.338646	0.3212	0.321912	0.315645	0.318626	0.316033	0.318108	0.318006	0.318719
7	91	3.3504e-001	14	1	0.32931	0.333233	0.329641	0.335507	0.344618	0.330927	0.341399	0.329771	0.339297	0.332216	0.334907	0.334247	0.331055	0.357088	0.339696	0.341063	0.329941	0.336021	0.331976	0.333049	0.333199	0.333567
8	104	3.5231e-001	14	1	0.344901	0.348876	0.346989	0.351873	0.362015	0.349355	0.359086	0.347744	0.360793	0.347975	0.351391	0.350776	0.347362	0.377247	0.360562	0.359328	0.347354	0.354176	0.347783	0.349566	0.350868	0.353934
9	117	3.5978e-001	14	1	0.35068	0.357139	0.353303	0.358338	0.371253	0.356393	0.366682	0.354696	0.367546	0.353963	0.357658	0.356771	0.355961	0.386433	0.36932	0.370313	0.353691	0.361798	0.355354	0.355877	0.358751	0.361507
10	130	3.6334e-001	14	1	0.352657	0.359492	0.357337	0.361882	0.375329	0.360658	0.369862	0.357207	0.370106	0.357275	0.362709	0.35954	0.36182	0.390909	0.375585	0.375681	0.357219	0.36666	0.357737	0.358248	0.362725	0.364573
