% # iter+eval+sigma+axisratio+fbestever+fitness+fmedian+fworst+mindii+idxmaxSD+maxSD+idxminSD+minSD (randomSeed=1618107963, Tue May 27 11:35:28 2014)
17	221	3.6911e-001	1.41e+000	1.479485052157003e+001	1.939942005221857e+001	6.787141102345789e+002	1.869119331461044e+003	9.3117e-001	14	1.0832e+000	1	9.3949e-001
18	234	3.7549e-001	1.42e+000	1.479485052157003e+001	6.389801190764474e+001	1.028400696575686e+003	6.182315346758679e+003	9.2709e-001	14	1.0821e+000	1	9.3551e-001
19	247	3.7330e-001	1.42e+000	1.479485052157003e+001	2.256100753425017e+001	5.915232154884255e+002	5.633711231991970e+003	9.2318e-001	14	1.0799e+000	1	9.3106e-001
20	260	3.5576e-001	1.42e+000	1.479485052157003e+001	2.472382952915298e+001	3.451879405770206e+002	6.037269066762254e+003	9.1927e-001	14	1.0774e+000	1	9.2657e-001
21	273	3.4190e-001	1.43e+000	1.479485052157003e+001	1.910108515313395e+001	7.264411866800465e+002	3.424794842955190e+003	9.1510e-001	14	1.0755e+000	1	9.2224e-001
22	286	3.3796e-001	1.43e+000	1.479485052157003e+001	2.271138554998499e+001	2.056676867652351e+002	3.992125235684127e+003	9.1103e-001	14	1.0747e+000	1	9.1772e-001
23	299	3.2403e-001	1.43e+000	1.479485052157003e+001	1.963150300341421e+001	5.861938649000504e+002	3.710630562561312e+003	9.0683e-001	14	1.0892e+000	1	9.1331e-001
24	312	3.1397e-001	1.44e+000	1.479485052157003e+001	1.900903761706983e+001	1.569882077098647e+002	2.682420257605041e+003	9.0292e-001	14	1.0881e+000	1	9.0882e-001
25	325	3.0999e-001	1.45e+000	1.479485052157003e+001	3.599321750516352e+001	5.002375534460903e+002	4.804704405126458e+003	8.9867e-001	14	1.0890e+000	1	9.0484e-001
26	338	3.1037e-001	1.45e+000	1.479485052157003e+001	1.754436934069814e+001	3.298410782859137e+002	1.510688532296930e+003	8.9485e-001	14	1.0876e+000	1	9.0059e-001
27	351	3.1741e-001	1.45e+000	1.479485052157003e+001	2.256330552064575e+001	4.032272777409960e+002	2.052416656466536e+003	8.9081e-001	14	1.0940e+000	1	8.9671e-001
28	364	3.2347e-001	1.45e+000	1.479485052157003e+001	2.828187674033803e+001	3.243782338971470e+002	2.519825959063732e+003	8.8749e-001	14	1.0951e+000	1	8.9257e-001
29	377	3.2864e-001	1.45e+000	1.479485052157003e+001	2.501557205310325e+001	7.625828117834062e+002	5.081861799912321e+003	8.8363e-001	14	1.0959e+000	1	8.8854e-001
30	390	3.2939e-001	1.46e+000	1.479485052157003e+001	4.186112912057578e+001	2.672542551268354e+002	1.509074742417195e+003	8.8003e-001	14	1.0962e+000	1	8.8433e-001
31	403	3.3456e-001	1.47e+000	1.479485052157003e+001	2.581571855657343e+001	6.151611663290605e+002	3.486021329322638e+003	8.7602e-001	14	1.0973e+000	1	8.8007e-001
32	416	3.2890e-001	1.48e+000	1.479485052157003e+001	2.381256558756078e+001	6.491106629178809e+001	8.499128815385636e+002	8.7187e-001	14	1.0938e+000	1	8.7574e-001
33	429	3.3139e-001	1.49e+000	1.479485052157003e+001	3.267466898687572e+001	2.470126846907315e+002	4.088027289020516e+003	8.6779e-001	14	1.0928e+000	1	8.7168e-001
34	442	3.3428e-001	1.50e+000	1.479485052157003e+001	2.857549267694561e+001	1.856467449130356e+002	7.016143340003594e+003	8.6418e-001	14	1.0925e+000	1	8.6763e-001
35	455	3.2590e-001	1.52e+000	1.479485052157003e+001	5.169333226970194e+001	1.009055257323020e+003	4.204995906014733e+003	8.6027e-001	14	1.0959e+000	1	8.6400e-001
36	468	3.1291e-001	1.53e+000	1.479485052157003e+001	3.196132924259533e+001	3.881960772299005e+002	3.334024848968973e+003	8.5676e-001	14	1.0962e+000	1	8.5979e-001
37	481	2.9366e-001	1.54e+000	1.479485052157003e+001	2.605243886362712e+001	3.950593255579715e+002	2.841455639979256e+003	8.5268e-001	14	1.0962e+000	1	8.5564e-001
38	494	2.7788e-001	1.55e+000	1.479485052157003e+001	3.827990625322706e+001	4.500200168461349e+002	2.752763157435954e+003	8.4869e-001	14	1.0951e+000	1	8.5180e-001
39	507	2.6365e-001	1.55e+000	1.479485052157003e+001	2.419878764073520e+001	1.009627998775150e+002	1.608551902783415e+003	8.4503e-001	14	1.1047e+000	1	8.4761e-001
40	520	2.5251e-001	1.57e+000	1.479485052157003e+001	3.219210925921648e+001	3.873186326474295e+002	2.622024620185013e+003	8.4088e-001	14	1.1134e+000	1	8.4388e-001
41	533	2.5423e-001	1.57e+000	1.479485052157003e+001	2.496710558601426e+001	3.892559902549171e+002	2.192168117869700e+003	8.3758e-001	14	1.1269e+000	1	8.4044e-001
42	546	2.6935e-001	1.59e+000	1.479485052157003e+001	2.703236126805079e+001	1.079058259603018e+002	1.393904542429076e+003	8.3417e-001	14	1.1453e+000	1	8.3653e-001
43	559	2.8265e-001	1.62e+000	1.479485052157003e+001	3.323270941771312e+001	2.428595389631045e+002	3.021509731305529e+003	8.3066e-001	14	1.1542e+000	1	8.3258e-001
44	572	3.0243e-001	1.64e+000	1.479485052157003e+001	2.167581732476688e+001	2.409284860952653e+002	2.087806034867080e+003	8.2671e-001	14	1.1699e+000	1	8.2874e-001
45	585	3.1224e-001	1.68e+000	1.479485052157003e+001	1.623425979683360e+001	3.672091881232531e+002	1.876910332716544e+003	8.2303e-001	14	1.1764e+000	1	8.2474e-001
46	598	3.1501e-001	1.72e+000	1.479485052157003e+001	2.259294482630982e+001	1.696151822161714e+002	2.097277644321041e+003	8.1923e-001	14	1.1842e+000	1	8.2077e-001
47	611	3.1371e-001	1.76e+000	1.479485052157003e+001	2.156064158546484e+001	4.722554444081077e+002	3.678953942300599e+003	8.1523e-001	14	1.1867e+000	1	8.1705e-001
48	624	3.1728e-001	1.78e+000	1.479485052157003e+001	7.336854961605943e+001	4.371761763966218e+002	2.950251390886988e+003	8.1149e-001	14	1.1852e+000	1	8.1356e-001
49	637	3.2065e-001	1.81e+000	1.479485052157003e+001	1.831702936629454e+001	1.683641391145401e+002	1.965987522993949e+003	8.0807e-001	14	1.1860e+000	1	8.0958e-001
50	650	3.1931e-001	1.82e+000	1.479485052157003e+001	2.150291209824827e+001	1.274442764784391e+002	3.803280037040027e+003	8.0432e-001	14	1.1807e+000	1	8.0561e-001
51	663	3.1989e-001	1.83e+000	1.479485052157003e+001	1.952186025232030e+001	4.281371696632885e+002	2.039727830169169e+003	8.0054e-001	14	1.1808e+000	1	8.0196e-001
52	676	3.1232e-001	1.83e+000	1.479485052157003e+001	2.064486563068115e+001	2.016307332629257e+002	4.859853814363380e+003	7.9684e-001	14	1.1878e+000	1	7.9808e-001
53	689	3.0672e-001	1.85e+000	1.479485052157003e+001	2.691814812930844e+001	8.360761064678521e+002	2.849600300627180e+003	7.9310e-001	14	1.1849e+000	1	7.9460e-001
54	702	3.0819e-001	1.85e+000	1.479485052157003e+001	1.930979012694983e+001	1.418475985089444e+002	1.533552527574045e+003	7.8986e-001	14	1.1846e+000	1	7.9074e-001
55	715	3.0525e-001	1.86e+000	1.479485052157003e+001	9.715923551087775e+001	6.440324425053078e+002	6.049177422066402e+003	7.8609e-001	14	1.1824e+000	1	7.8786e-001
56	728	3.0165e-001	1.88e+000	1.479485052157003e+001	2.672021091645448e+001	6.165172884765675e+002	2.845064638193215e+003	7.8327e-001	14	1.1792e+000	1	7.8442e-001
57	741	2.9923e-001	1.88e+000	1.479485052157003e+001	3.975299460142004e+001	5.744873224802567e+002	1.663788327892104e+003	7.7981e-001	14	1.1758e+000	1	7.8086e-001
58	754	3.0182e-001	1.89e+000	1.479485052157003e+001	2.403094334895535e+001	1.497063192651965e+002	8.002107515882235e+002	7.7649e-001	14	1.1808e+000	1	7.7713e-001
59	767	2.9735e-001	1.91e+000	1.479485052157003e+001	2.546231096914843e+001	9.384048727395024e+002	3.037641152724257e+003	7.7297e-001	14	1.1805e+000	1	7.7367e-001
60	780	2.9443e-001	1.92e+000	1.479485052157003e+001	3.046885188318211e+001	1.454097726904424e+002	1.089599325674313e+003	7.6946e-001	14	1.1772e+000	1	7.7013e-001
61	793	2.9012e-001	1.93e+000	1.479485052157003e+001	3.034202846031630e+001	2.834499518026387e+002	7.575180005747540e+002	7.6587e-001	14	1.1748e+000	1	7.6640e-001
62	806	2.8404e-001	1.93e+000	1.479485052157003e+001	5.960256449026903e+001	1.962158394081513e+002	1.279562211620578e+003	7.6213e-001	14	1.1810e+000	1	7.6290e-001
63	819	2.7773e-001	1.94e+000	1.479485052157003e+001	2.127033865913464e+001	2.142918741947486e+002	1.589909503341147e+003	7.5879e-001	14	1.1797e+000	1	7.5931e-001
64	832	2.8448e-001	1.94e+000	1.479485052157003e+001	2.235456688787620e+001	2.318295332781395e+002	2.447380744496215e+003	7.5523e-001	14	1.1760e+000	1	7.5565e-001
65	845	2.8582e-001	1.94e+000	1.479485052157003e+001	2.298142360466567e+001	1.216213885676082e+002	6.796646716615386e+002	7.5167e-001	14	1.1747e+000	1	7.5196e-001
66	858	2.8514e-001	1.95e+000	1.479485052157003e+001	2.466061028779215e+001	7.447247992808420e+001	9.825209504752964e+002	7.4806e-001	14	1.1759e+000	1	7.4826e-001
67	871	2.8320e-001	1.96e+000	1.479485052157003e+001	4.468817687775118e+001	2.357114352475435e+002	6.894129777588996e+002	7.4443e-001	14	1.1739e+000	1	7.4485e-001
68	884	2.7700e-001	1.97e+000	1.479485052157003e+001	4.705594888766900e+001	1.837845932663344e+002	1.112405788360024e+003	7.4098e-001	14	1.1755e+000	1	7.4153e-001
69	897	2.7430e-001	1.98e+000	1.479485052157003e+001	2.367925161408806e+001	1.788719113289903e+002	1.144618702503295e+003	7.3753e-001	14	1.1799e+000	1	7.3790e-001
70	910	2.6958e-001	2.01e+000	1.479485052157003e+001	2.353877818949254e+001	2.019891019730179e+002	1.595536075139975e+003	7.3396e-001	14	1.1857e+000	1	7.3439e-001
71	923	2.6854e-001	2.02e+000	1.479485052157003e+001	4.485313012842652e+001	3.413581787733803e+002	1.137367898139717e+003	7.3050e-001	14	1.1847e+000	1	7.3110e-001
72	936	2.7267e-001	2.02e+000	1.479485052157003e+001	3.400409476834498e+001	3.372620536267427e+002	2.100932744706509e+003	7.2737e-001	14	1.1948e+000	1	7.2853e-001
73	949	2.7667e-001	2.02e+000	1.479485052157003e+001	3.894598128782418e+001	2.125711947786431e+002	1.205532950465194e+003	7.2508e-001	14	1.1947e+000	1	7.2513e-001
74	962	2.8160e-001	2.03e+000	1.479485052157003e+001	2.366063458102891e+001	7.701398049781767e+001	1.987187649702954e+003	7.2170e-001	14	1.1946e+000	1	7.2182e-001
75	975	2.7382e-001	2.03e+000	1.479485052157003e+001	2.467810961357343e+001	8.703368472079558e+001	7.183415314159981e+002	7.1829e-001	14	1.1927e+000	1	7.1829e-001
76	988	2.7436e-001	2.04e+000	1.479485052157003e+001	1.711823190406120e+001	2.784687453164473e+002	1.714611419264731e+003	7.1490e-001	14	1.1957e+000	1	7.1483e-001
77	1001	2.7236e-001	2.04e+000	1.479485052157003e+001	3.275945228845395e+001	1.862329725968191e+002	3.200039813668017e+003	7.1146e-001	14	1.1921e+000	1	7.1165e-001
78	1014	2.6876e-001	2.05e+000	1.479485052157003e+001	2.217985770247237e+001	2.299480597722946e+002	1.817257304705708e+003	7.0840e-001	14	1.1880e+000	1	7.0843e-001
79	1027	2.5815e-001	2.05e+000	1.479485052157003e+001	2.633786307369919e+001	3.002112082348511e+002	2.303993780816941e+003	7.0526e-001	14	1.1898e+000	1	7.0526e-001
80	1040	2.4809e-001	2.06e+000	1.479485052157003e+001	3.815955771906960e+001	9.175113650000769e+001	8.763946235219705e+002	7.0217e-001	14	1.1849e+000	1	7.0194e-001
81	1053	2.4266e-001	2.06e+000	1.479485052157003e+001	3.433076749708863e+001	1.936566420010230e+002	2.449304558388375e+003	6.9888e-001	14	1.1824e+000	1	6.9862e-001
82	1066	2.3293e-001	2.07e+000	1.479485052157003e+001	2.622109833526897e+001	2.926797772671645e+002	1.777258087104637e+003	6.9570e-001	14	1.1781e+000	1	6.9580e-001
83	1079	2.2472e-001	2.09e+000	1.479485052157003e+001	2.284836216935126e+001	1.418813327248228e+002	1.396250623782237e+003	6.9283e-001	14	1.1751e+000	1	6.9246e-001
84	1092	2.1571e-001	2.09e+000	1.479485052157003e+001	2.002385919971191e+001	1.007424941331694e+002	4.792135996742882e+002	6.8954e-001	14	1.1738e+000	1	6.8914e-001
85	1105	2.1376e-001	2.10e+000	1.479485052157003e+001	3.593978569072871e+001	1.200302180640804e+002	5.396041913741576e+002	6.8620e-001	14	1.1689e+000	1	6.8599e-001
86	1118	2.1104e-001	2.11e+000	1.479485052157003e+001	2.130583963814928e+001	1.551615440278655e+002	1.160081972385461e+003	6.8292e-001	14	1.1682e+000	1	6.8273e-001
87	1131	2.1457e-001	2.12e+000	1.479485052157003e+001	2.795004907073142e+001	1.665601734286227e+002	1.690877266865094e+003	6.7967e-001	14	1.1703e+000	1	6.7967e-001
88	1144	2.1593e-001	2.13e+000	1.479485052157003e+001	2.437224461415551e+001	1.175985023190320e+002	1.581993234533270e+003	6.7652e-001	14	1.1695e+000	1	6.7635e-001
89	1157	2.2052e-001	2.13e+000	1.479485052157003e+001	3.070312187554346e+001	1.205295439713596e+002	6.926539739992539e+002	6.7331e-001	14	1.1676e+000	1	6.7348e-001
90	1170	2.2209e-001	2.14e+000	1.479485052157003e+001	2.507728856607116e+001	1.107474681014360e+002	3.252849857096881e+003	6.7049e-001	14	1.1658e+000	1	6.7027e-001
91	1183	2.2213e-001	2.15e+000	1.479485052157003e+001	2.579149179844151e+001	7.466662164659073e+001	6.790815219310319e+002	6.6725e-001	14	1.1702e+000	1	6.6709e-001
92	1196	2.1814e-001	2.17e+000	1.479485052157003e+001	2.271283662235564e+001	4.811767119749800e+001	2.944848555863263e+002	6.6413e-001	14	1.1675e+000	1	6.6382e-001
93	1209	2.1093e-001	2.18e+000	1.479485052157003e+001	3.887242961172829e+001	1.966426498892124e+002	1.314968007156558e+003	6.6093e-001	14	1.1653e+000	1	6.6090e-001
94	1222	2.1136e-001	2.18e+000	1.479485052157003e+001	2.182488423457477e+001	2.022910881154498e+002	9.071637860693070e+002	6.5792e-001	14	1.1615e+000	1	6.5766e-001
95	1235	2.1114e-001	2.19e+000	1.479485052157003e+001	2.260285071039619e+001	1.016076482642435e+002	3.710087512264406e+002	6.5474e-001	14	1.1626e+000	1	6.5461e-001
96	1248	2.0919e-001	2.19e+000	1.479485052157003e+001	2.423505280881462e+001	1.136625095246689e+002	1.286018632266329e+003	6.5171e-001	14	1.1616e+000	1	6.5149e-001
98	1274	2.1553e-001	2.22e+000	1.479485052157003e+001	2.852933507244070e+001	1.068880822355031e+002	5.766257818023597e+002	6.4562e-001	14	1.1614e+000	1	6.4549e-001
101	1313	2.0663e-001	2.23e+000	1.479485052157003e+001	2.831858360914491e+001	1.608189095677693e+002	1.193661008777667e+003	6.3681e-001	14	1.1502e+000	1	6.3674e-001
105	1365	1.9608e-001	2.30e+000	1.479485052157003e+001	2.697256562296986e+001	1.424317138973458e+002	1.661772869996853e+003	6.2528e-001	14	1.1388e+000	1	6.2536e-001
110	1430	1.7991e-001	2.34e+000	1.479485052157003e+001	4.680155407039037e+001	1.502794644240902e+002	1.056519126804926e+003	6.1151e-001	14	1.1276e+000	1	6.1124e-001
116	1508	1.6982e-001	2.42e+000	1.479485052157003e+001	2.761646828745964e+001	8.510828850091765e+001	2.159794745122697e+002	5.9490e-001	14	1.1403e+000	1	5.9454e-001
123	1599	1.4304e-001	2.50e+000	1.479485052157003e+001	2.739202612905529e+001	1.031601282437141e+002	2.833097914078283e+002	5.7654e-001	14	1.1382e+000	1	5.7581e-001
131	1703	1.7322e-001	2.59e+000	1.479485052157003e+001	2.492655089637162e+001	8.942687792819932e+001	4.461137074271119e+002	5.5562e-001	14	1.1615e+000	1	5.5450e-001
