% # iter+eval+sigma+0+fitness+xbest (randomSeed=1618107963, Tue May 27 11:35:28 2014)
0	0	3.0000e-001	0	0.000000000000000e+000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	13	2.8543e-001	0	2.330514111295320e+002	0.149867	0.154534	0.519667	-0.0943377	0.699636	0.308317	0.170305	0.574451	1.0144	0.149579	0.774675	1.38582	0.326818	0.686252	0.960872	0.768138	0.267056	0.535531	0.477338	0.17874	0.651273	0.723844
2	26	2.7879e-001	0	1.060251529260703e+002	0.0988961	0.29039	0.612992	0.277095	1.14654	0.333813	0.873958	0.437464	1.06262	0.689049	0.660204	0.406239	0.0611451	1.03728	0.638589	0.647838	0.423724	0.111036	0.700374	0.365964	0.636875	0.230403
3	39	2.7577e-001	0	4.663434265441926e+001	0.0600629	0.497338	0.455921	0.738001	1.01007	0.614836	0.990397	0.678493	1.30721	0.246181	0.504254	0.767058	0.191656	1.23128	0.491296	0.0944174	0.44827	0.130286	0.887205	0.373237	0.816491	0.860611
4	52	2.8399e-001	0	1.479485052157003e+001	-0.0183645	0.423513	0.799074	0.177212	1.0694	0.87858	1.28926	0.514528	0.635294	0.395621	0.531685	0.698641	0.0592581	1.94406	-0.184744	0.120445	0.57479	0.218247	0.670499	0.108744	0.952907	0.00526295
5	65	3.0445e-001	0	2.193740250486875e+001	0.0291149	0.714414	0.380374	0.106794	0.946993	0.832119	1.49318	0.634636	0.557092	0.724391	0.599871	0.738638	0.271593	2.31855	-0.145902	-0.141895	0.46677	0.223844	0.468376	0.216129	1.12611	0.222165
6	78	3.1933e-001	0	1.501466327917392e+001	0.00357781	0.286725	0.538252	0.427904	1.87147	0.558333	1.53402	0.479945	0.834623	0.433305	0.431428	1.06821	-0.0220927	1.96457	-0.452462	-0.166364	0.490132	0.0544825	0.134067	-0.0734737	1.1337	0.400377
7	91	3.3504e-001	0	2.357387815294727e+001	-0.0279244	0.89577	0.907109	0.731612	1.84719	0.540464	1.55077	0.448684	1.40429	0.539512	-0.0897041	0.734968	0.108777	1.61751	-0.5342	-0.558634	0.366964	-0.289926	0.948466	0.552589	0.795638	0.117888
8	104	3.5231e-001	0	2.851280793924955e+001	0.0345564	0.454504	1.10695	0.726843	1.41975	1.26011	1.52418	0.397588	0.136464	0.635658	0.0590429	0.594525	-0.13033	2.0678	-0.934608	-0.281599	0.599913	-0.422201	0.593026	0.176055	1.28662	-0.362718
9	117	3.5978e-001	0	1.576076648390922e+001	-0.0170273	1.01609	1.01197	0.476926	1.06704	0.622792	1.49793	0.708062	0.465387	0.382502	-0.0387857	0.692055	-0.615345	1.61492	-0.759233	-0.230778	0.39227	-0.328564	-0.0122639	0.487006	1.52856	-0.207134
10	130	3.6334e-001	0	2.146429986876087e+001	0.021424	0.683289	1.0565	0.145806	1.31178	0.772726	1.69705	0.841937	1.05914	0.903555	0.107797	1.02688	0.626518	1.78648	-1.01529	-0.754768	-0.0137662	-0.743597	0.23232	0.270273	0.970585	-0.138682
11	143	3.6637e-001	0	1.678638829142739e+001	-0.0186213	0.187228	0.871075	0.34156	0.743437	0.86319	1.07902	0.59516	0.478393	1.15376	-0.435027	1.02204	0.489558	1.45165	-1.09097	-0.416512	-0.616455	-0.517483	-0.487693	0.579831	1.34107	-0.319834
